num_execve,num_distinct_children,num_file_opens,num_file_renames,num_file_deletes,num_distinct_files_touched,num_connect,num_distinct_dest_ips,num_setuid,syscall_rate
0,0,2,0,0,2,0,0,0,2000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,8,0,0,9,0,0,0,7485.932684829758
0,0,1,1,0,2,0,0,0,20.17743552542607
0,1,2,0,0,2,0,0,0,720.5111882778594
0,0,15,0,0,13,0,0,0,46.531493897054894
0,0,7,0,8,1,0,0,0,18.25044105688815
0,0,55,0,0,8,0,0,0,45.61931972284634
1,0,11,0,0,12,0,0,0,12000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
1,0,4,0,0,5,0,0,0,5000.0
